Theme,Level 2,Level 3,Name,Key,Units,CDID,,,,,,,,,,,,,,,,,Link,Notes
"People, Population and Community",Home Internet and Social Media Usage,,Adults in the UK that have used the Internet,Y,%,RAID101,"People,PopulationandCommunity",PeoplePopulationandCommunity,HomeInternetandSocialMediaUsage,HomeInternetandSocialMediaUsage,,,,,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage/timeseries/RAID101,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage//timeseries/RAID101,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage/timeseries/RAID101,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage/timeseries/RAID101,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid101,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid101,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid101,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid101,http://www.ons.gov.uk/ons/rel/rdit2/internet-access-quarterly-update/q1-2014/rft-ia-q1-2014.xls,
"People, Population and Community",Home Internet and Social Media Usage,,Adults that have never used the Internet,N,%,RAID102,"People,PopulationandCommunity",PeoplePopulationandCommunity,HomeInternetandSocialMediaUsage,HomeInternetandSocialMediaUsage,,,,,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage/timeseries/RAID102,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage//timeseries/RAID102,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage/timeseries/RAID102,/PeoplePopulationandCommunity/HomeInternetandSocialMediaUsage/timeseries/RAID102,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid102,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid102,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid102,/peoplepopulationandcommunity/homeinternetandsocialmediausage/timeseries/raid102,http://www.ons.gov.uk/ons/rel/rdit2/internet-access-quarterly-update/q1-2014/rft-ia-q1-2014.xls,
"People, Population and Community",Housing,,UK average house price,Y,£,RAID103,"People,PopulationandCommunity",PeoplePopulationandCommunity,Housing,Housing,,,,,/PeoplePopulationandCommunity/Housing/timeseries/RAID103,/PeoplePopulationandCommunity/Housing//timeseries/RAID103,/PeoplePopulationandCommunity/Housing/timeseries/RAID103,/PeoplePopulationandCommunity/Housing/timeseries/RAID103,/peoplepopulationandcommunity/housing/timeseries/raid103,/peoplepopulationandcommunity/housing/timeseries/raid103,/peoplepopulationandcommunity/housing/timeseries/raid103,/peoplepopulationandcommunity/housing/timeseries/raid103,http://www.ons.gov.uk/ons/rel/hpi/house-price-index/may-2014/rft-monthly-and-qtly-may14.xls,
"People, Population and Community",Housing,,UK  house price,N,%,RAID104,"People,PopulationandCommunity",PeoplePopulationandCommunity,Housing,Housing,,,,,/PeoplePopulationandCommunity/Housing/timeseries/RAID104,/PeoplePopulationandCommunity/Housing//timeseries/RAID104,/PeoplePopulationandCommunity/Housing/timeseries/RAID104,/PeoplePopulationandCommunity/Housing/timeseries/RAID104,/peoplepopulationandcommunity/housing/timeseries/raid104,/peoplepopulationandcommunity/housing/timeseries/raid104,/peoplepopulationandcommunity/housing/timeseries/raid104,/peoplepopulationandcommunity/housing/timeseries/raid104,http://www.ons.gov.uk/ons/rel/hpi/house-price-index/may-2014/rft-monthly-and-qtly-may14.xls,
"People, Population and Community",Housing,,England average house price,N,£,RAID105,"People,PopulationandCommunity",PeoplePopulationandCommunity,Housing,Housing,,,,,/PeoplePopulationandCommunity/Housing/timeseries/RAID105,/PeoplePopulationandCommunity/Housing//timeseries/RAID105,/PeoplePopulationandCommunity/Housing/timeseries/RAID105,/PeoplePopulationandCommunity/Housing/timeseries/RAID105,/peoplepopulationandcommunity/housing/timeseries/raid105,/peoplepopulationandcommunity/housing/timeseries/raid105,/peoplepopulationandcommunity/housing/timeseries/raid105,/peoplepopulationandcommunity/housing/timeseries/raid105,http://www.ons.gov.uk/ons/rel/hpi/house-price-index/may-2014/rft-monthly-and-qtly-may14.xls,
"People, Population and Community",Housing,,Wales average house price,N,£,RAID106,"People,PopulationandCommunity",PeoplePopulationandCommunity,Housing,Housing,,,,,/PeoplePopulationandCommunity/Housing/timeseries/RAID106,/PeoplePopulationandCommunity/Housing//timeseries/RAID106,/PeoplePopulationandCommunity/Housing/timeseries/RAID106,/PeoplePopulationandCommunity/Housing/timeseries/RAID106,/peoplepopulationandcommunity/housing/timeseries/raid106,/peoplepopulationandcommunity/housing/timeseries/raid106,/peoplepopulationandcommunity/housing/timeseries/raid106,/peoplepopulationandcommunity/housing/timeseries/raid106,http://www.ons.gov.uk/ons/rel/hpi/house-price-index/may-2014/rft-monthly-and-qtly-may14.xls,
"People, Population and Community",Housing,,Scotland average house price,N,£,RAID107,"People,PopulationandCommunity",PeoplePopulationandCommunity,Housing,Housing,,,,,/PeoplePopulationandCommunity/Housing/timeseries/RAID107,/PeoplePopulationandCommunity/Housing//timeseries/RAID107,/PeoplePopulationandCommunity/Housing/timeseries/RAID107,/PeoplePopulationandCommunity/Housing/timeseries/RAID107,/peoplepopulationandcommunity/housing/timeseries/raid107,/peoplepopulationandcommunity/housing/timeseries/raid107,/peoplepopulationandcommunity/housing/timeseries/raid107,/peoplepopulationandcommunity/housing/timeseries/raid107,http://www.ons.gov.uk/ons/rel/hpi/house-price-index/may-2014/rft-monthly-and-qtly-may14.xls,
"People, Population and Community",Housing,,Northern Ireland average house price,N,£,RAID108,"People,PopulationandCommunity",PeoplePopulationandCommunity,Housing,Housing,,,,,/PeoplePopulationandCommunity/Housing/timeseries/RAID108,/PeoplePopulationandCommunity/Housing//timeseries/RAID108,/PeoplePopulationandCommunity/Housing/timeseries/RAID108,/PeoplePopulationandCommunity/Housing/timeseries/RAID108,/peoplepopulationandcommunity/housing/timeseries/raid108,/peoplepopulationandcommunity/housing/timeseries/raid108,/peoplepopulationandcommunity/housing/timeseries/raid108,/peoplepopulationandcommunity/housing/timeseries/raid108,http://www.ons.gov.uk/ons/rel/hpi/house-price-index/may-2014/rft-monthly-and-qtly-may14.xls,
"People, Population and Community",Leisure and Tourism,,Overseas visits to the UK,Y,000's,GMAT,"People,PopulationandCommunity",PeoplePopulationandCommunity,LeisureandTourism,LeisureandTourism,,,,,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAT,/PeoplePopulationandCommunity/LeisureandTourism//timeseries/GMAT,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAT,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAT,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmat,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmat,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmat,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmat,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
"People, Population and Community",Leisure and Tourism,,UK visits abroad,N,000's,GMAX,"People,PopulationandCommunity",PeoplePopulationandCommunity,LeisureandTourism,LeisureandTourism,,,,,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAX,/PeoplePopulationandCommunity/LeisureandTourism//timeseries/GMAX,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAX,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAX,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmax,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmax,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmax,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmax,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
"People, Population and Community",Leisure and Tourism,,Overseas visits to UK Earnings ,N,£ Million,GMAZ,"People,PopulationandCommunity",PeoplePopulationandCommunity,LeisureandTourism,LeisureandTourism,,,,,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAZ,/PeoplePopulationandCommunity/LeisureandTourism//timeseries/GMAZ,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAZ,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMAZ,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmaz,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmaz,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmaz,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmaz,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
"People, Population and Community",Leisure and Tourism,,UK visits abroad Expenditure  ,N,£ Million,GMBB,"People,PopulationandCommunity",PeoplePopulationandCommunity,LeisureandTourism,LeisureandTourism,,,,,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMBB,/PeoplePopulationandCommunity/LeisureandTourism//timeseries/GMBB,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMBB,/PeoplePopulationandCommunity/LeisureandTourism/timeseries/GMBB,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmbb,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmbb,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmbb,/peoplepopulationandcommunity/leisureandtourism/timeseries/gmbb,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
"People, Population and Community",Personal and Household Finances,Debt,Total household debt,Y,£ billion,RAID109,"People,PopulationandCommunity",PeoplePopulationandCommunity,PersonalandHouseholdFinances,PersonalandHouseholdFinances,Debt,Debt,Debt,Debt,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/timeseries/RAID109,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID109,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID109,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID109,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid109,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid109,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid109,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid109,http://www.ons.gov.uk/ons/rel/was/wealth-in-great-britain-wave-2/the-burden-of-property-debt-in-great-britain/sty-household-debt--for-theme-page-.html,Cant find data tables for these
"People, Population and Community",Personal and Household Finances,Debt,Financial debt,N,£ billion,RAID110,"People,PopulationandCommunity",PeoplePopulationandCommunity,PersonalandHouseholdFinances,PersonalandHouseholdFinances,Debt,Debt,Debt,Debt,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/timeseries/RAID110,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID110,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID110,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID110,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid110,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid110,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid110,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid110,http://www.ons.gov.uk/ons/rel/was/wealth-in-great-britain-wave-2/the-burden-of-property-debt-in-great-britain/sty-household-debt--for-theme-page-.html,Cant find data tables for these
"People, Population and Community",Personal and Household Finances,Debt,Property debt,N,£ billion,RAID111,"People,PopulationandCommunity",PeoplePopulationandCommunity,PersonalandHouseholdFinances,PersonalandHouseholdFinances,Debt,Debt,Debt,Debt,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/timeseries/RAID111,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID111,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID111,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID111,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid111,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid111,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid111,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid111,http://www.ons.gov.uk/ons/rel/was/wealth-in-great-britain-wave-2/the-burden-of-property-debt-in-great-britain/sty-household-debt--for-theme-page-.html,Cant find data tables for these
"People, Population and Community",Personal and Household Finances,Debt,Median household financial debt,N,£ billion,RAID112,"People,PopulationandCommunity",PeoplePopulationandCommunity,PersonalandHouseholdFinances,PersonalandHouseholdFinances,Debt,Debt,Debt,Debt,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/timeseries/RAID112,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID112,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID112,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID112,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid112,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid112,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid112,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid112,http://www.ons.gov.uk/ons/rel/was/wealth-in-great-britain-wave-2/the-burden-of-property-debt-in-great-britain/sty-household-debt--for-theme-page-.html,Cant find data tables for these
"People, Population and Community",Personal and Household Finances,Debt,Median household property debt,N,£ billion,RAID113,"People,PopulationandCommunity",PeoplePopulationandCommunity,PersonalandHouseholdFinances,PersonalandHouseholdFinances,Debt,Debt,Debt,Debt,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/timeseries/RAID113,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID113,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID113,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Debt/timeseries/RAID113,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid113,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid113,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid113,/peoplepopulationandcommunity/personalandhouseholdfinances/debt/timeseries/raid113,http://www.ons.gov.uk/ons/rel/was/wealth-in-great-britain-wave-2/the-burden-of-property-debt-in-great-britain/sty-household-debt--for-theme-page-.html,Cant find data tables for these
"People, Population and Community",Personal and Household Finances,Expenditure,Average total housing expenditure,Y,£ per week,RAID114,"People,PopulationandCommunity",PeoplePopulationandCommunity,PersonalandHouseholdFinances,PersonalandHouseholdFinances,Expenditure,Expenditure,Expenditure,Expenditure,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/timeseries/RAID114,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Expenditure/timeseries/RAID114,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Expenditure/timeseries/RAID114,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/Expenditure/timeseries/RAID114,/peoplepopulationandcommunity/personalandhouseholdfinances/expenditure/timeseries/raid114,/peoplepopulationandcommunity/personalandhouseholdfinances/expenditure/timeseries/raid114,/peoplepopulationandcommunity/personalandhouseholdfinances/expenditure/timeseries/raid114,/peoplepopulationandcommunity/personalandhouseholdfinances/expenditure/timeseries/raid114,http://www.ons.gov.uk/ons/rel/family-spending/family-spending/2013-edition/rft-2-2-final.xls,
"People, Population and Community",Personal and Household Finances,Income and Wealth,Median household income,Y,£,RAID115,"People,PopulationandCommunity",PeoplePopulationandCommunity,PersonalandHouseholdFinances,PersonalandHouseholdFinances,IncomeandWealth,IncomeandWealth,IncomeandWealth,IncomeandWealth,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/timeseries/RAID115,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/IncomeandWealth/timeseries/RAID115,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/IncomeandWealth/timeseries/RAID115,/PeoplePopulationandCommunity/PersonalandHouseholdFinances/IncomeandWealth/timeseries/RAID115,/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/timeseries/raid115,/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/timeseries/raid115,/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/timeseries/raid115,/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/timeseries/raid115,http://www.ons.gov.uk/ons/rel/was/wealth-in-great-britain-wave-3/wealth-and-income--2010-12/prt---table-1.xls,
